Year,Gebietseinheit,Kategorie,Value,GeoCode
2016,Wolfenbüttel,2_zimmer,2841,K03158
2017,Wolfenbüttel,2_zimmer,2851,K03158
2018,Wolfenbüttel,2_zimmer,2888,K03158
2019,Wolfenbüttel,2_zimmer,2963,K03158
2011,Göttingen,2_zimmer,12254,K03159
2012,Göttingen,2_zimmer,12306,K03159
2013,Göttingen,2_zimmer,12319,K03159
2014,Göttingen,2_zimmer,12336,K03159
2015,Göttingen,2_zimmer,12401,K03159
2016,Göttingen,2_zimmer,12530,K03159
2017,Göttingen,2_zimmer,12642,K03159
2018,Göttingen,2_zimmer,12688,K03159
2019,Göttingen,2_zimmer,12749,K03159
2011,Hannover,2_zimmer,60741,K032
2012,Hannover,2_zimmer,61057,K032
2013,Hannover,2_zimmer,61259,K032
2014,Hannover,2_zimmer,61561,K032
2015,Hannover,2_zimmer,62141,K032
2016,Hannover,2_zimmer,62623,K032
2017,Hannover,2_zimmer,63308,K032
2018,Hannover,2_zimmer,64143,K032
2019,Hannover,2_zimmer,64993,K032
2011,Hannover Region,2_zimmer,38955,K03241
2012,Hannover Region,2_zimmer,39128,K03241
2013,Hannover Region,2_zimmer,39244,K03241
2014,Hannover Region,2_zimmer,39416,K03241
2015,Hannover Region,2_zimmer,39791,K03241
2016,Hannover Region,2_zimmer,40122,K03241
2017,Hannover Region,2_zimmer,40635,K03241
2018,Hannover Region,2_zimmer,41248,K03241
2019,Hannover Region,2_zimmer,41793,K03241
2011,Hannover Landeshauptstadt,2_zimmer,24392,K03241001
2012,Hannover Landeshauptstadt,2_zimmer,24525,K03241001
2013,Hannover Landeshauptstadt,2_zimmer,24579,K03241001
2014,Hannover Landeshauptstadt,2_zimmer,24685,K03241001
2015,Hannover Landeshauptstadt,2_zimmer,24950,K03241001
2016,Hannover Landeshauptstadt,2_zimmer,25124,K03241001
2017,Hannover Landeshauptstadt,2_zimmer,25334,K03241001
2018,Hannover Landeshauptstadt,2_zimmer,25716,K03241001
2019,Hannover Landeshauptstadt,2_zimmer,25947,K03241001
2011,Diepholz,2_zimmer,3556,K03251
2012,Diepholz,2_zimmer,3622,K03251
2013,Diepholz,2_zimmer,3653,K03251
2014,Diepholz,2_zimmer,3686,K03251
2015,Diepholz,2_zimmer,3726,K03251
2016,Diepholz,2_zimmer,3791,K03251
2017,Diepholz,2_zimmer,3838,K03251
2018,Diepholz,2_zimmer,3909,K03251
2019,Diepholz,2_zimmer,3999,K03251
2011,Hameln-Pyrmont,2_zimmer,3785,K03252
2012,Hameln-Pyrmont,2_zimmer,3787,K03252
2013,Hameln-Pyrmont,2_zimmer,3802,K03252
2014,Hameln-Pyrmont,2_zimmer,3806,K03252
2015,Hameln-Pyrmont,2_zimmer,3848,K03252
2016,Hameln-Pyrmont,2_zimmer,3853,K03252
2017,Hameln-Pyrmont,2_zimmer,3857,K03252
2018,Hameln-Pyrmont,2_zimmer,3857,K03252
2019,Hameln-Pyrmont,2_zimmer,3893,K03252
2011,Hildesheim,2_zimmer,6814,K03254
2012,Hildesheim,2_zimmer,6817,K03254
2013,Hildesheim,2_zimmer,6835,K03254
2014,Hildesheim,2_zimmer,6909,K03254
2015,Hildesheim,2_zimmer,6972,K03254
2016,Hildesheim,2_zimmer,7012,K03254
2017,Hildesheim,2_zimmer,7084,K03254
2018,Hildesheim,2_zimmer,7153,K03254
2019,Hildesheim,2_zimmer,7225,K03254
2011,Holzminden,2_zimmer,2040,K03255
2012,Holzminden,2_zimmer,2042,K03255
2013,Holzminden,2_zimmer,2042,K03255
2014,Holzminden,2_zimmer,2042,K03255
2015,Holzminden,2_zimmer,2046,K03255
2016,Holzminden,2_zimmer,2050,K03255
2017,Holzminden,2_zimmer,2062,K03255
2018,Holzminden,2_zimmer,2076,K03255
2019,Holzminden,2_zimmer,2076,K03255
2011,Nienburg (Weser),2_zimmer,2058,K03256
2012,Nienburg (Weser),2_zimmer,2085,K03256
2013,Nienburg (Weser),2_zimmer,2101,K03256
2014,Nienburg (Weser),2_zimmer,2110,K03256
2015,Nienburg (Weser),2_zimmer,2151,K03256
2016,Nienburg (Weser),2_zimmer,2180,K03256
2017,Nienburg (Weser),2_zimmer,2205,K03256
2018,Nienburg (Weser),2_zimmer,2223,K03256
2019,Nienburg (Weser),2_zimmer,2269,K03256
2011,Schaumburg,2_zimmer,3533,K03257
2012,Schaumburg,2_zimmer,3576,K03257
2013,Schaumburg,2_zimmer,3582,K03257
2014,Schaumburg,2_zimmer,3592,K03257
2015,Schaumburg,2_zimmer,3607,K03257
2016,Schaumburg,2_zimmer,3615,K03257
2017,Schaumburg,2_zimmer,3627,K03257
2018,Schaumburg,2_zimmer,3677,K03257
2019,Schaumburg,2_zimmer,3738,K03257
2011,Lüneburg,2_zimmer,41837,K033
2012,Lüneburg,2_zimmer,42203,K033
2013,Lüneburg,2_zimmer,42604,K033
2014,Lüneburg,2_zimmer,43103,K033
2015,Lüneburg,2_zimmer,43826,K033
2016,Lüneburg,2_zimmer,44630,K033
2017,Lüneburg,2_zimmer,45461,K033
2018,Lüneburg,2_zimmer,46309,K033
2019,Lüneburg,2_zimmer,47324,K033
2011,Celle,2_zimmer,4394,K03351
2012,Celle,2_zimmer,4436,K03351
2013,Celle,2_zimmer,4462,K03351
2014,Celle,2_zimmer,4475,K03351
2015,Celle,2_zimmer,4493,K03351
2016,Celle,2_zimmer,4508,K03351
2017,Celle,2_zimmer,4523,K03351
2018,Celle,2_zimmer,4579,K03351
2019,Celle,2_zimmer,4607,K03351
2011,Cuxhaven,2_zimmer,4976,K03352
2012,Cuxhaven,2_zimmer,5065,K03352
2013,Cuxhaven,2_zimmer,5127,K03352
2014,Cuxhaven,2_zimmer,5189,K03352
2015,Cuxhaven,2_zimmer,5229,K03352
2016,Cuxhaven,2_zimmer,5369,K03352
2017,Cuxhaven,2_zimmer,5464,K03352
2018,Cuxhaven,2_zimmer,5525,K03352
2019,Cuxhaven,2_zimmer,5601,K03352
2011,Harburg,2_zimmer,6747,K03353
2012,Harburg,2_zimmer,6791,K03353
2013,Harburg,2_zimmer,6879,K03353
2014,Harburg,2_zimmer,7003,K03353
2015,Harburg,2_zimmer,7169,K03353
2016,Harburg,2_zimmer,7365,K03353
2017,Harburg,2_zimmer,7476,K03353
2018,Harburg,2_zimmer,7605,K03353
2019,Harburg,2_zimmer,7933,K03353
2011,Lüchow-Dannenberg,2_zimmer,1318,K03354
2012,Lüchow-Dannenberg,2_zimmer,1324,K03354
2013,Lüchow-Dannenberg,2_zimmer,1329,K03354
2014,Lüchow-Dannenberg,2_zimmer,1328,K03354
2015,Lüchow-Dannenberg,2_zimmer,1330,K03354
2016,Lüchow-Dannenberg,2_zimmer,1358,K03354
2017,Lüchow-Dannenberg,2_zimmer,1359,K03354
2018,Lüchow-Dannenberg,2_zimmer,1375,K03354
2019,Lüchow-Dannenberg,2_zimmer,1385,K03354
2011,Lüneburg,2_zimmer,5749,K03355
2012,Lüneburg,2_zimmer,5799,K03355
2013,Lüneburg,2_zimmer,5844,K03355
2014,Lüneburg,2_zimmer,5899,K03355
2015,Lüneburg,2_zimmer,6007,K03355
2016,Lüneburg,2_zimmer,6070,K03355
2017,Lüneburg,2_zimmer,6310,K03355
2018,Lüneburg,2_zimmer,6395,K03355
2019,Lüneburg,2_zimmer,6445,K03355
2011,Osterholz,2_zimmer,1979,K03356
2012,Osterholz,2_zimmer,1986,K03356
2013,Osterholz,2_zimmer,1995,K03356
2014,Osterholz,2_zimmer,2015,K03356
2015,Osterholz,2_zimmer,2026,K03356
2016,Osterholz,2_zimmer,2044,K03356
2017,Osterholz,2_zimmer,2063,K03356
2018,Osterholz,2_zimmer,2074,K03356
2019,Osterholz,2_zimmer,2131,K03356
2011,Rotenburg (Wümme),2_zimmer,3179,K03357
2012,Rotenburg (Wümme),2_zimmer,3204,K03357
2013,Rotenburg (Wümme),2_zimmer,3259,K03357
2014,Rotenburg (Wümme),2_zimmer,3339,K03357
2015,Rotenburg (Wümme),2_zimmer,3390,K03357
2016,Rotenburg (Wümme),2_zimmer,3481,K03357
2017,Rotenburg (Wümme),2_zimmer,3533,K03357
2018,Rotenburg (Wümme),2_zimmer,3597,K03357
2019,Rotenburg (Wümme),2_zimmer,3664,K03357
2011,Heidekreis,2_zimmer,3503,K03358
2012,Heidekreis,2_zimmer,3512,K03358
2013,Heidekreis,2_zimmer,3530,K03358
2014,Heidekreis,2_zimmer,3538,K03358
2015,Heidekreis,2_zimmer,3557,K03358
2016,Heidekreis,2_zimmer,3605,K03358
2017,Heidekreis,2_zimmer,3628,K03358
2018,Heidekreis,2_zimmer,3650,K03358
2019,Heidekreis,2_zimmer,3729,K03358
2011,Stade,2_zimmer,5156,K03359
2012,Stade,2_zimmer,5241,K03359
2013,Stade,2_zimmer,5292,K03359
2014,Stade,2_zimmer,5403,K03359
2015,Stade,2_zimmer,5642,K03359
2016,Stade,2_zimmer,5796,K03359
2017,Stade,2_zimmer,6031,K03359
2018,Stade,2_zimmer,6328,K03359
2019,Stade,2_zimmer,6524,K03359
2011,Uelzen,2_zimmer,2318,K03360
2012,Uelzen,2_zimmer,2317,K03360
2013,Uelzen,2_zimmer,2353,K03360
2014,Uelzen,2_zimmer,2363,K03360
2015,Uelzen,2_zimmer,2367,K03360
2016,Uelzen,2_zimmer,2385,K03360
2017,Uelzen,2_zimmer,2389,K03360
2018,Uelzen,2_zimmer,2434,K03360
2019,Uelzen,2_zimmer,2466,K03360
2011,Verden,2_zimmer,2518,K03361
2012,Verden,2_zimmer,2528,K03361
2013,Verden,2_zimmer,2534,K03361
2014,Verden,2_zimmer,2551,K03361
2015,Verden,2_zimmer,2616,K03361
2016,Verden,2_zimmer,2649,K03361
2017,Verden,2_zimmer,2685,K03361
2018,Verden,2_zimmer,2747,K03361
2019,Verden,2_zimmer,2839,K03361
2011,Weser-Ems,2_zimmer,50582,K034
2012,Weser-Ems,2_zimmer,51338,K034
2013,Weser-Ems,2_zimmer,52352,K034
2014,Weser-Ems,2_zimmer,53691,K034
2015,Weser-Ems,2_zimmer,54781,K034
2016,Weser-Ems,2_zimmer,56357,K034
2017,Weser-Ems,2_zimmer,58058,K034
2018,Weser-Ems,2_zimmer,59757,K034
2019,Weser-Ems,2_zimmer,61434,K034
2011,Delmenhorst.Stadt,2_zimmer,2091,K03401
2012,Delmenhorst.Stadt,2_zimmer,2102,K03401
2013,Delmenhorst.Stadt,2_zimmer,2107,K03401
2014,Delmenhorst.Stadt,2_zimmer,2161,K03401
2015,Delmenhorst.Stadt,2_zimmer,2168,K03401
2016,Delmenhorst.Stadt,2_zimmer,2182,K03401
2017,Delmenhorst.Stadt,2_zimmer,2221,K03401
2018,Delmenhorst.Stadt,2_zimmer,2241,K03401
2019,Delmenhorst.Stadt,2_zimmer,2301,K03401
2011,Emden Stadt,2_zimmer,1505,K03402
2012,Emden Stadt,2_zimmer,1507,K03402
2013,Emden Stadt,2_zimmer,1509,K03402
2014,Emden Stadt,2_zimmer,1617,K03402
2015,Emden Stadt,2_zimmer,1628,K03402
2016,Emden Stadt,2_zimmer,1662,K03402
2017,Emden Stadt,2_zimmer,1708,K03402
2018,Emden Stadt,2_zimmer,1722,K03402
2019,Emden Stadt,2_zimmer,1726,K03402
2011,Oldenburg (Oldb) Stadt,2_zimmer,5964,K03403
2012,Oldenburg (Oldb) Stadt,2_zimmer,6117,K03403
2013,Oldenburg (Oldb) Stadt,2_zimmer,6348,K03403
2014,Oldenburg (Oldb) Stadt,2_zimmer,6570,K03403
2015,Oldenburg (Oldb) Stadt,2_zimmer,6906,K03403
2016,Oldenburg (Oldb) Stadt,2_zimmer,7361,K03403
2017,Oldenburg (Oldb) Stadt,2_zimmer,7847,K03403
2018,Oldenburg (Oldb) Stadt,2_zimmer,8217,K03403
2019,Oldenburg (Oldb) Stadt,2_zimmer,8472,K03403
2011,Osnabrück Stadt,2_zimmer,7467,K03404
2012,Osnabrück Stadt,2_zimmer,7479,K03404
2013,Osnabrück Stadt,2_zimmer,7527,K03404
2014,Osnabrück Stadt,2_zimmer,7555,K03404
2015,Osnabrück Stadt,2_zimmer,7579,K03404
2016,Osnabrück Stadt,2_zimmer,7710,K03404
2017,Osnabrück Stadt,2_zimmer,7765,K03404
2018,Osnabrück Stadt,2_zimmer,7852,K03404
2019,Osnabrück Stadt,2_zimmer,7890,K03404
2011,Wilhelmshaven Stadt,2_zimmer,2639,K03405
2012,Wilhelmshaven Stadt,2_zimmer,2645,K03405
2013,Wilhelmshaven Stadt,2_zimmer,2646,K03405
2014,Wilhelmshaven Stadt,2_zimmer,2653,K03405
2015,Wilhelmshaven Stadt,2_zimmer,2655,K03405
2016,Wilhelmshaven Stadt,2_zimmer,2662,K03405
2017,Wilhelmshaven Stadt,2_zimmer,2656,K03405
2018,Wilhelmshaven Stadt,2_zimmer,2684,K03405
2019,Wilhelmshaven Stadt,2_zimmer,2704,K03405
2011,Ammerland,2_zimmer,1932,K03451
2012,Ammerland,2_zimmer,1959,K03451
2013,Ammerland,2_zimmer,2016,K03451
2014,Ammerland,2_zimmer,2043,K03451
2015,Ammerland,2_zimmer,2084,K03451
2016,Ammerland,2_zimmer,2156,K03451
2017,Ammerland,2_zimmer,2229,K03451
2018,Ammerland,2_zimmer,2357,K03451
2019,Ammerland,2_zimmer,2536,K03451
2011,Aurich,2_zimmer,4121,K03452
2012,Aurich,2_zimmer,4220,K03452
2013,Aurich,2_zimmer,4358,K03452
2014,Aurich,2_zimmer,4457,K03452
2015,Aurich,2_zimmer,4564,K03452
2016,Aurich,2_zimmer,4678,K03452
2017,Aurich,2_zimmer,4754,K03452
2018,Aurich,2_zimmer,4834,K03452
2019,Aurich,2_zimmer,4920,K03452
2011,Cloppenburg,2_zimmer,1942,K03453
2012,Cloppenburg,2_zimmer,2007,K03453
2013,Cloppenburg,2_zimmer,2091,K03453
2014,Cloppenburg,2_zimmer,2236,K03453
2015,Cloppenburg,2_zimmer,2298,K03453
2016,Cloppenburg,2_zimmer,2410,K03453
2017,Cloppenburg,2_zimmer,2544,K03453
2018,Cloppenburg,2_zimmer,2691,K03453
2019,Cloppenburg,2_zimmer,2813,K03453
2011,Emsland,2_zimmer,3884,K03454
2012,Emsland,2_zimmer,3984,K03454
2013,Emsland,2_zimmer,4132,K03454
2014,Emsland,2_zimmer,4374,K03454
2015,Emsland,2_zimmer,4506,K03454
2016,Emsland,2_zimmer,4682,K03454
2017,Emsland,2_zimmer,4931,K03454
2018,Emsland,2_zimmer,5144,K03454
2019,Emsland,2_zimmer,5428,K03454
2011,Friesland,2_zimmer,1867,K03455
2012,Friesland,2_zimmer,1889,K03455
2013,Friesland,2_zimmer,1920,K03455
2014,Friesland,2_zimmer,1969,K03455
2015,Friesland,2_zimmer,2006,K03455
2016,Friesland,2_zimmer,2057,K03455
2017,Friesland,2_zimmer,2108,K03455
2018,Friesland,2_zimmer,2237,K03455
2019,Friesland,2_zimmer,2340,K03455
2011,Grafschaft Bentheim,2_zimmer,2001,K03456
2012,Grafschaft Bentheim,2_zimmer,2029,K03456
2013,Grafschaft Bentheim,2_zimmer,2071,K03456
2014,Grafschaft Bentheim,2_zimmer,2134,K03456
2015,Grafschaft Bentheim,2_zimmer,2194,K03456
2016,Grafschaft Bentheim,2_zimmer,2234,K03456
2017,Grafschaft Bentheim,2_zimmer,2360,K03456
2018,Grafschaft Bentheim,2_zimmer,2410,K03456
2019,Grafschaft Bentheim,2_zimmer,2456,K03456
2011,Leer,2_zimmer,2568,K03457
2012,Leer,2_zimmer,2591,K03457
2013,Leer,2_zimmer,2632,K03457
2014,Leer,2_zimmer,2707,K03457
2015,Leer,2_zimmer,2773,K03457
2016,Leer,2_zimmer,2822,K03457
2017,Leer,2_zimmer,2887,K03457
2018,Leer,2_zimmer,2950,K03457
2019,Leer,2_zimmer,3028,K03457
2011,Oldenburg,2_zimmer,1762,K03458
2012,Oldenburg,2_zimmer,1765,K03458
2013,Oldenburg,2_zimmer,1771,K03458
2014,Oldenburg,2_zimmer,1798,K03458
2015,Oldenburg,2_zimmer,1813,K03458
2016,Oldenburg,2_zimmer,1841,K03458
2017,Oldenburg,2_zimmer,1897,K03458
2018,Oldenburg,2_zimmer,1965,K03458
2019,Oldenburg,2_zimmer,2018,K03458
2011,Osnabrück,2_zimmer,5623,K03459
2012,Osnabrück,2_zimmer,5713,K03459
2013,Osnabrück,2_zimmer,5778,K03459
2014,Osnabrück,2_zimmer,5878,K03459
2015,Osnabrück,2_zimmer,5971,K03459
2016,Osnabrück,2_zimmer,6100,K03459
2017,Osnabrück,2_zimmer,6217,K03459
2018,Osnabrück,2_zimmer,6357,K03459
2019,Osnabrück,2_zimmer,6514,K03459
2011,Vechta,2_zimmer,1831,K03460
2012,Vechta,2_zimmer,1900,K03460
2013,Vechta,2_zimmer,1986,K03460
2014,Vechta,2_zimmer,2059,K03460
2015,Vechta,2_zimmer,2109,K03460
2016,Vechta,2_zimmer,2240,K03460
2017,Vechta,2_zimmer,2331,K03460
2018,Vechta,2_zimmer,2458,K03460
2019,Vechta,2_zimmer,2594,K03460
2011,Wesermarsch,2_zimmer,2021,K03461
2012,Wesermarsch,2_zimmer,2033,K03461
2013,Wesermarsch,2_zimmer,2042,K03461
2014,Wesermarsch,2_zimmer,2049,K03461
2015,Wesermarsch,2_zimmer,2063,K03461
2016,Wesermarsch,2_zimmer,2074,K03461
2017,Wesermarsch,2_zimmer,2091,K03461
2018,Wesermarsch,2_zimmer,2098,K03461
2019,Wesermarsch,2_zimmer,2110,K03461
2011,Wittmund,2_zimmer,1364,K03462
2012,Wittmund,2_zimmer,1398,K03462
2013,Wittmund,2_zimmer,1418,K03462
2014,Wittmund,2_zimmer,1431,K03462
2015,Wittmund,2_zimmer,1464,K03462
2016,Wittmund,2_zimmer,1486,K03462
2017,Wittmund,2_zimmer,1512,K03462
2018,Wittmund,2_zimmer,1540,K03462
2019,Wittmund,2_zimmer,1584,K03462
2011,Niedersachsen,3_Zimmer,625101,K030
2012,Niedersachsen,3_Zimmer,627450,K030
2013,Niedersachsen,3_Zimmer,630951,K030
2014,Niedersachsen,3_Zimmer,635175,K030
2015,Niedersachsen,3_Zimmer,639883,K030
2016,Niedersachsen,3_Zimmer,645530,K030
2017,Niedersachsen,3_Zimmer,651096,K030
2018,Niedersachsen,3_Zimmer,656649,K030
2019,Niedersachsen,3_Zimmer,662757,K030
2011,Braunschweig,3_Zimmer,143041,K031
2012,Braunschweig,3_Zimmer,143104,K031
2013,Braunschweig,3_Zimmer,143322,K031
2014,Braunschweig,3_Zimmer,143706,K031
2015,Braunschweig,3_Zimmer,144137,K031
2016,Braunschweig,3_Zimmer,144655,K031
2017,Braunschweig,3_Zimmer,145347,K031
2018,Braunschweig,3_Zimmer,145993,K031
2019,Braunschweig,3_Zimmer,146767,K031
2011,Braunschweig Stadt,3_Zimmer,33172,K03101
2012,Braunschweig Stadt,3_Zimmer,33213,K03101
2013,Braunschweig Stadt,3_Zimmer,33266,K03101
2014,Braunschweig Stadt,3_Zimmer,33324,K03101
2015,Braunschweig Stadt,3_Zimmer,33407,K03101
2016,Braunschweig Stadt,3_Zimmer,33505,K03101
2017,Braunschweig Stadt,3_Zimmer,33579,K03101
2018,Braunschweig Stadt,3_Zimmer,33777,K03101
2019,Braunschweig Stadt,3_Zimmer,33908,K03101
2011,Salzgitter.Stadt,3_Zimmer,9254,K03102
2012,Salzgitter.Stadt,3_Zimmer,9246,K03102
2013,Salzgitter.Stadt,3_Zimmer,9241,K03102
2014,Salzgitter.Stadt,3_Zimmer,9242,K03102
2015,Salzgitter.Stadt,3_Zimmer,9232,K03102
2016,Salzgitter.Stadt,3_Zimmer,9239,K03102
2017,Salzgitter.Stadt,3_Zimmer,9251,K03102
2018,Salzgitter.Stadt,3_Zimmer,9256,K03102
2019,Salzgitter.Stadt,3_Zimmer,9274,K03102
2011,Wolfsburg.Stadt,3_Zimmer,12388,K03103
2012,Wolfsburg.Stadt,3_Zimmer,12272,K03103
2013,Wolfsburg.Stadt,3_Zimmer,12264,K03103
2014,Wolfsburg.Stadt,3_Zimmer,12308,K03103
2015,Wolfsburg.Stadt,3_Zimmer,12343,K03103
2016,Wolfsburg.Stadt,3_Zimmer,12504,K03103
2017,Wolfsburg.Stadt,3_Zimmer,12602,K03103
2018,Wolfsburg.Stadt,3_Zimmer,12628,K03103
2019,Wolfsburg.Stadt,3_Zimmer,12737,K03103
2011,Gifhorn,3_Zimmer,9876,K03151
2012,Gifhorn,3_Zimmer,9916,K03151
2013,Gifhorn,3_Zimmer,9973,K03151
2014,Gifhorn,3_Zimmer,10065,K03151
2015,Gifhorn,3_Zimmer,10161,K03151
2016,Gifhorn,3_Zimmer,10258,K03151
2017,Gifhorn,3_Zimmer,10485,K03151
2018,Gifhorn,3_Zimmer,10632,K03151
2019,Gifhorn,3_Zimmer,10757,K03151
2011,Goslar,3_Zimmer,15341,K03153
2012,Goslar,3_Zimmer,15339,K03153
2013,Goslar,3_Zimmer,15340,K03153
2014,Goslar,3_Zimmer,15371,K03153
2015,Goslar,3_Zimmer,15395,K03153
2016,Goslar,3_Zimmer,15411,K03153
2017,Goslar,3_Zimmer,15421,K03153
2018,Goslar,3_Zimmer,15421,K03153
2019,Goslar,3_Zimmer,15444,K03153
2011,Helmstedt,3_Zimmer,7717,K03154
2012,Helmstedt,3_Zimmer,7720,K03154
2013,Helmstedt,3_Zimmer,7737,K03154
2014,Helmstedt,3_Zimmer,7761,K03154
2015,Helmstedt,3_Zimmer,7766,K03154
2016,Helmstedt,3_Zimmer,7768,K03154
2017,Helmstedt,3_Zimmer,7800,K03154
2018,Helmstedt,3_Zimmer,7839,K03154
2019,Helmstedt,3_Zimmer,7898,K03154
2011,Northeim,3_Zimmer,9366,K03155
2012,Northeim,3_Zimmer,9380,K03155
2013,Northeim,3_Zimmer,9389,K03155
2014,Northeim,3_Zimmer,9388,K03155
2015,Northeim,3_Zimmer,9402,K03155
2016,Northeim,3_Zimmer,9406,K03155
2017,Northeim,3_Zimmer,9458,K03155
2018,Northeim,3_Zimmer,9491,K03155
2019,Northeim,3_Zimmer,9524,K03155
2011,Peine,3_Zimmer,8254,K03157
2012,Peine,3_Zimmer,8280,K03157
2013,Peine,3_Zimmer,8313,K03157
2014,Peine,3_Zimmer,8343,K03157
2015,Peine,3_Zimmer,8385,K03157
2016,Peine,3_Zimmer,8428,K03157
2017,Peine,3_Zimmer,8515,K03157
2018,Peine,3_Zimmer,8573,K03157
2019,Peine,3_Zimmer,8673,K03157
2011,Wolfenbüttel,3_Zimmer,8274,K03158
2012,Wolfenbüttel,3_Zimmer,8276,K03158
2013,Wolfenbüttel,3_Zimmer,8285,K03158
2014,Wolfenbüttel,3_Zimmer,8324,K03158
2015,Wolfenbüttel,3_Zimmer,8381,K03158
2016,Wolfenbüttel,3_Zimmer,8399,K03158
2017,Wolfenbüttel,3_Zimmer,8405,K03158
2018,Wolfenbüttel,3_Zimmer,8444,K03158
2019,Wolfenbüttel,3_Zimmer,8516,K03158
2011,Göttingen,3_Zimmer,29399,K03159
2012,Göttingen,3_Zimmer,29462,K03159
2013,Göttingen,3_Zimmer,29514,K03159
2014,Göttingen,3_Zimmer,29580,K03159
2015,Göttingen,3_Zimmer,29665,K03159
2016,Göttingen,3_Zimmer,29737,K03159
2017,Göttingen,3_Zimmer,29831,K03159
2018,Göttingen,3_Zimmer,29932,K03159
2019,Göttingen,3_Zimmer,30036,K03159
2011,Hannover,3_Zimmer,206801,K032
2012,Hannover,3_Zimmer,207410,K032
2013,Hannover,3_Zimmer,207962,K032
2014,Hannover,3_Zimmer,208557,K032
2015,Hannover,3_Zimmer,209413,K032
2016,Hannover,3_Zimmer,210397,K032
2017,Hannover,3_Zimmer,211400,K032
2018,Hannover,3_Zimmer,212406,K032
2019,Hannover,3_Zimmer,213552,K032
2011,Hannover Region,3_Zimmer,132106,K03241
2012,Hannover Region,3_Zimmer,132475,K03241
2013,Hannover Region,3_Zimmer,132744,K03241
2014,Hannover Region,3_Zimmer,133045,K03241
2015,Hannover Region,3_Zimmer,133543,K03241
2016,Hannover Region,3_Zimmer,134159,K03241
2017,Hannover Region,3_Zimmer,134887,K03241
2018,Hannover Region,3_Zimmer,135535,K03241
2019,Hannover Region,3_Zimmer,136227,K03241
2011,Hannover Landeshauptstadt,3_Zimmer,83273,K03241001
2012,Hannover Landeshauptstadt,3_Zimmer,83479,K03241001
2013,Hannover Landeshauptstadt,3_Zimmer,83631,K03241001
2014,Hannover Landeshauptstadt,3_Zimmer,83757,K03241001
2015,Hannover Landeshauptstadt,3_Zimmer,84032,K03241001
2016,Hannover Landeshauptstadt,3_Zimmer,84313,K03241001
2017,Hannover Landeshauptstadt,3_Zimmer,84580,K03241001
2018,Hannover Landeshauptstadt,3_Zimmer,84866,K03241001
2019,Hannover Landeshauptstadt,3_Zimmer,85187,K03241001
2011,Diepholz,3_Zimmer,10910,K03251
2012,Diepholz,3_Zimmer,11009,K03251
2013,Diepholz,3_Zimmer,11099,K03251
2014,Diepholz,3_Zimmer,11244,K03251
2015,Diepholz,3_Zimmer,11365,K03251
2016,Diepholz,3_Zimmer,11548,K03251
2017,Diepholz,3_Zimmer,11689,K03251
2018,Diepholz,3_Zimmer,11851,K03251
2019,Diepholz,3_Zimmer,12095,K03251
2011,Hameln-Pyrmont,3_Zimmer,14236,K03252
2012,Hameln-Pyrmont,3_Zimmer,14243,K03252
2013,Hameln-Pyrmont,3_Zimmer,14319,K03252
2014,Hameln-Pyrmont,3_Zimmer,14336,K03252
2015,Hameln-Pyrmont,3_Zimmer,14342,K03252
2016,Hameln-Pyrmont,3_Zimmer,14333,K03252
2017,Hameln-Pyrmont,3_Zimmer,14346,K03252
2018,Hameln-Pyrmont,3_Zimmer,14348,K03252
2019,Hameln-Pyrmont,3_Zimmer,14390,K03252
2011,Hildesheim,3_Zimmer,24906,K03254
2012,Hildesheim,3_Zimmer,24954,K03254
2013,Hildesheim,3_Zimmer,25017,K03254
2014,Hildesheim,3_Zimmer,25094,K03254
2015,Hildesheim,3_Zimmer,25192,K03254
2016,Hildesheim,3_Zimmer,25248,K03254
2017,Hildesheim,3_Zimmer,25307,K03254
2018,Hildesheim,3_Zimmer,25381,K03254
2019,Hildesheim,3_Zimmer,25433,K03254
2011,Holzminden,3_Zimmer,5627,K03255
2012,Holzminden,3_Zimmer,5628,K03255
2013,Holzminden,3_Zimmer,5628,K03255
2014,Holzminden,3_Zimmer,5627,K03255
2015,Holzminden,3_Zimmer,5632,K03255
2016,Holzminden,3_Zimmer,5635,K03255
2017,Holzminden,3_Zimmer,5641,K03255
2018,Holzminden,3_Zimmer,5643,K03255
2019,Holzminden,3_Zimmer,5650,K03255
2011,Nienburg (Weser),3_Zimmer,6746,K03256
2012,Nienburg (Weser),3_Zimmer,6787,K03256
2013,Nienburg (Weser),3_Zimmer,6834,K03256
2014,Nienburg (Weser),3_Zimmer,6876,K03256
2015,Nienburg (Weser),3_Zimmer,6949,K03256
2016,Nienburg (Weser),3_Zimmer,7021,K03256
2017,Nienburg (Weser),3_Zimmer,7047,K03256
2018,Nienburg (Weser),3_Zimmer,7113,K03256
2019,Nienburg (Weser),3_Zimmer,7180,K03256
2011,Schaumburg,3_Zimmer,12270,K03257
2012,Schaumburg,3_Zimmer,12314,K03257
2013,Schaumburg,3_Zimmer,12321,K03257
2014,Schaumburg,3_Zimmer,12335,K03257
2015,Schaumburg,3_Zimmer,12390,K03257
2016,Schaumburg,3_Zimmer,12453,K03257
2017,Schaumburg,3_Zimmer,12483,K03257
2018,Schaumburg,3_Zimmer,12535,K03257
2019,Schaumburg,3_Zimmer,12577,K03257
2011,Lüneburg,3_Zimmer,117512,K033
2012,Lüneburg,3_Zimmer,117799,K033
